task,strategy,n_agents,trials,correct_rate,correct_rate_lo,correct_rate_hi,mean_wall_s,mean_wall_s_lo,mean_wall_s_hi,mean_tokens,mean_tokens_lo,mean_tokens_hi,wasted_rate,wasted_rate_lo,wasted_rate_hi,fp_stalls_per_trial,fp_stalls_per_trial_lo,fp_stalls_per_trial_hi
rw_e_cascade,adaptive_lease,3,5,0.6,0.2,1.0,125.7,116.9,134.6,328324.0,307976.0,353643.0,0.017,0.008,0.022,0.0,0.0,0.0
rw_e_cascade,ast_dep,3,5,0.0,0.0,0.0,171.5,156.4,184.0,446977.0,377489.0,516116.0,0.02,0.004,0.038,0.0,0.0,0.0
rw_e_cascade,ast_scope,3,5,0.0,0.0,0.0,160.9,116.5,210.4,459263.0,339242.0,575161.0,0.016,0.0,0.035,0.0,0.0,0.0
rw_e_cascade,file_lock,3,5,0.6,0.2,1.0,477.9,277.3,683.2,379415.0,293692.0,442031.0,0.005,0.0,0.015,0.0,0.0,0.0
rw_e_cascade,git_hash,3,5,0.0,0.0,0.0,141.6,120.6,161.4,345894.0,246053.0,443358.0,0.0,0.0,0.0,0.0,0.0,0.0
rw_e_cascade,naive,3,5,0.0,0.0,0.0,209.0,162.6,250.1,442463.0,375665.0,516538.0,0.004,0.0,0.012,0.0,0.0,0.0
rw_e_cascade,notify,3,5,0.2,0.0,0.6,121.1,98.3,143.8,384949.0,352185.0,419161.0,0.01,0.003,0.016,0.0,0.0,0.0
rw_e_cascade,peer_broker,3,5,0.0,0.0,0.0,100.3,86.8,113.9,387362.0,340137.0,449493.0,0.009,0.0,0.018,0.0,0.0,0.0
rw_e_cascade,peer_contract,3,5,0.0,0.0,0.0,140.3,119.7,162.0,493661.0,406159.0,600851.0,0.031,0.02,0.044,0.0,0.0,0.0
t01_stale_clobber,adaptive_lease,2,3,1.0,1.0,1.0,26.0,25.3,27.2,16480.0,14602.0,20089.0,0.034,0.0,0.102,0.0,0.0,0.0
t01_stale_clobber,ast_dep,2,5,0.0,0.0,0.0,14.9,13.6,16.1,10197.0,10105.0,10296.0,0.0,0.0,0.0,0.0,0.0,0.0
t01_stale_clobber,ast_scope,2,5,0.0,0.0,0.0,14.8,14.3,15.3,10362.0,10266.0,10505.0,0.0,0.0,0.0,0.0,0.0,0.0
t01_stale_clobber,file_lock,2,5,1.0,1.0,1.0,24.8,23.1,27.0,10664.0,10478.0,10872.0,0.0,0.0,0.0,0.0,0.0,0.0
t01_stale_clobber,git_hash,2,5,1.0,1.0,1.0,32.5,26.5,41.1,22737.0,18073.0,28990.0,0.176,0.12,0.248,0.0,0.0,0.0
t01_stale_clobber,naive,2,5,0.0,0.0,0.0,13.8,12.8,14.8,10716.0,10218.0,11603.0,0.0,0.0,0.0,0.0,0.0,0.0
t01_stale_clobber,notify,2,5,0.4,0.0,0.8,24.8,17.9,34.8,18950.0,12669.0,27293.0,0.0,0.0,0.0,0.0,0.0,0.0
t01_stale_clobber,peer_broker,2,5,1.0,1.0,1.0,61.0,33.9,92.2,27216.0,25840.0,29542.0,0.011,0.0,0.032,0.0,0.0,0.0
t01_stale_clobber,peer_contract,2,5,0.6,0.2,1.0,37.2,26.0,50.0,24519.0,19042.0,29995.0,0.026,0.0,0.079,0.0,0.0,0.0
t02_benign_overlap,adaptive_lease,2,5,1.0,1.0,1.0,18.9,17.5,20.4,16375.0,15378.0,17343.0,0.0,0.0,0.0,0.0,0.0,0.0
t02_benign_overlap,ast_dep,2,5,1.0,1.0,1.0,17.0,14.2,20.6,14029.0,11850.0,17063.0,0.018,0.0,0.055,0.0,0.0,0.0
t02_benign_overlap,ast_scope,2,5,1.0,1.0,1.0,17.3,15.4,19.5,13671.0,11871.0,15856.0,0.019,0.0,0.057,0.0,0.0,0.0
t02_benign_overlap,file_lock,2,5,1.0,1.0,1.0,26.3,25.0,27.7,13076.0,12757.0,13395.0,0.0,0.0,0.0,1.0,1.0,1.0
t02_benign_overlap,git_hash,2,5,1.0,1.0,1.0,16.5,14.2,18.9,13340.0,11938.0,14746.0,0.0,0.0,0.0,0.0,0.0,0.0
t02_benign_overlap,naive,2,5,1.0,1.0,1.0,21.7,18.7,24.2,17353.0,14596.0,19740.0,0.055,0.017,0.093,0.0,0.0,0.0
t02_benign_overlap,notify,2,5,1.0,1.0,1.0,21.0,16.9,27.4,18280.0,16529.0,20062.0,0.02,0.0,0.059,0.0,0.0,0.0
t02_benign_overlap,peer_broker,2,5,1.0,1.0,1.0,26.2,17.7,35.2,14413.0,12176.0,17620.0,0.02,0.0,0.061,0.0,0.0,0.0
t02_benign_overlap,peer_contract,2,5,1.0,1.0,1.0,39.4,31.6,46.6,19104.0,16263.0,23159.0,0.016,0.0,0.048,0.0,0.0,0.0
t03_fetch_clobber,adaptive_lease,2,5,1.0,1.0,1.0,25.8,23.8,28.0,17394.0,16157.0,19127.0,0.0,0.0,0.0,0.0,0.0,0.0
t03_fetch_clobber,ast_dep,2,5,0.0,0.0,0.0,18.2,16.1,21.0,11515.0,10511.0,12910.0,0.0,0.0,0.0,0.0,0.0,0.0
t03_fetch_clobber,ast_scope,2,5,0.0,0.0,0.0,19.0,17.4,20.6,11874.0,11018.0,12766.0,0.0,0.0,0.0,0.0,0.0,0.0
t03_fetch_clobber,file_lock,2,5,1.0,1.0,1.0,28.6,27.5,30.0,12462.0,11466.0,13876.0,0.0,0.0,0.0,0.0,0.0,0.0
t03_fetch_clobber,git_hash,2,5,1.0,1.0,1.0,44.4,40.3,49.6,23217.0,20820.0,25522.0,0.175,0.127,0.228,0.0,0.0,0.0
t03_fetch_clobber,naive,2,5,0.0,0.0,0.0,18.7,16.7,21.1,12126.0,10755.0,13415.0,0.0,0.0,0.0,0.0,0.0,0.0
t03_fetch_clobber,notify,2,5,0.0,0.0,0.0,31.5,23.5,39.5,18864.0,14315.0,25457.0,0.0,0.0,0.0,0.0,0.0,0.0
t03_fetch_clobber,peer_broker,2,5,0.8,0.4,1.0,32.0,27.5,36.7,29270.0,21002.0,37599.0,0.0,0.0,0.0,0.0,0.0,0.0
t03_fetch_clobber,peer_contract,2,5,1.0,1.0,1.0,32.7,25.1,45.9,28271.0,26430.0,30531.0,0.012,0.0,0.036,0.0,0.0,0.0
t04_cascade,adaptive_lease,4,5,1.0,1.0,1.0,53.8,48.3,60.0,142897.0,129427.0,161174.0,0.021,0.005,0.038,0.0,0.0,0.0
t04_cascade,ast_dep,4,5,0.6,0.2,1.0,109.5,78.2,143.6,156450.0,131539.0,182223.0,0.066,0.025,0.108,0.0,0.0,0.0
t04_cascade,ast_scope,4,5,0.6,0.2,1.0,68.6,51.0,88.0,207996.0,151971.0,263377.0,0.045,0.027,0.067,0.0,0.0,0.0
t04_cascade,file_lock,4,5,0.6,0.2,1.0,561.7,447.8,692.5,190090.0,164508.0,212743.0,0.0,0.0,0.0,0.0,0.0,0.0
t04_cascade,git_hash,4,5,0.6,0.2,1.0,80.1,64.5,101.6,208294.0,143922.0,287125.0,0.023,0.011,0.035,0.0,0.0,0.0
t04_cascade,naive,4,5,0.8,0.4,1.0,66.9,57.5,78.1,158724.0,126555.0,189413.0,0.016,0.003,0.03,0.0,0.0,0.0
t04_cascade,notify,4,5,0.6,0.2,1.0,64.9,54.4,75.8,155749.0,150975.0,162293.0,0.019,0.006,0.033,0.0,0.0,0.0
t04_cascade,peer_broker,4,5,0.2,0.0,0.6,93.8,70.4,123.0,224553.0,151111.0,314276.0,0.028,0.011,0.047,0.0,0.0,0.0
t04_cascade,peer_contract,4,5,0.6,0.2,1.0,199.0,156.0,249.5,423018.0,319356.0,542334.0,0.129,0.098,0.168,0.0,0.0,0.0
t05_cross_file,adaptive_lease,2,5,0.8,0.4,1.0,75.6,62.7,87.2,73833.0,60978.0,85052.0,0.019,0.0,0.041,0.0,0.0,0.0
t05_cross_file,ast_dep,2,5,1.0,1.0,1.0,377.5,146.3,595.1,100005.0,51324.0,174870.0,0.027,0.0,0.08,0.0,0.0,0.0
t05_cross_file,ast_scope,2,5,1.0,1.0,1.0,79.6,58.1,106.5,87687.0,70531.0,104842.0,0.067,0.049,0.083,0.0,0.0,0.0
t05_cross_file,file_lock,2,5,0.8,0.4,1.0,363.3,105.0,652.9,63882.0,37558.0,89518.0,0.0,0.0,0.0,0.0,0.0,0.0
t05_cross_file,git_hash,2,5,1.0,1.0,1.0,199.0,56.5,460.1,64057.0,52354.0,77787.0,0.008,0.0,0.024,0.0,0.0,0.0
t05_cross_file,naive,2,5,1.0,1.0,1.0,94.7,80.1,109.4,79192.0,68164.0,95616.0,0.005,0.0,0.015,0.0,0.0,0.0
t05_cross_file,notify,2,5,0.8,0.4,1.0,47.0,36.6,55.7,46030.0,37273.0,54277.0,0.0,0.0,0.0,0.0,0.0,0.0
t05_cross_file,peer_broker,2,5,0.2,0.0,0.6,86.2,72.0,99.6,63180.0,48574.0,78770.0,0.006,0.0,0.018,0.0,0.0,0.0
t05_cross_file,peer_contract,2,5,0.8,0.4,1.0,188.8,50.9,426.8,91478.0,60231.0,122724.0,0.079,0.015,0.162,0.0,0.0,0.0
t06_feature_pair,adaptive_lease,2,5,1.0,1.0,1.0,66.5,58.7,76.6,62746.0,54129.0,70805.0,0.031,0.009,0.052,0.0,0.0,0.0
t06_feature_pair,ast_dep,2,5,1.0,1.0,1.0,81.4,68.4,94.5,78770.0,62642.0,97116.0,0.032,0.006,0.062,0.0,0.0,0.0
t06_feature_pair,ast_scope,2,5,1.0,1.0,1.0,67.6,56.8,80.8,73805.0,61768.0,88845.0,0.024,0.008,0.042,0.0,0.0,0.0
t06_feature_pair,file_lock,2,5,1.0,1.0,1.0,122.1,109.9,134.3,80743.0,65554.0,92501.0,0.0,0.0,0.0,0.0,0.0,0.0
t06_feature_pair,git_hash,2,5,1.0,1.0,1.0,81.4,65.5,97.3,88830.0,71677.0,103225.0,0.047,0.019,0.075,0.0,0.0,0.0
t06_feature_pair,naive,2,5,1.0,1.0,1.0,83.1,69.6,94.9,87112.0,81397.0,95685.0,0.039,0.032,0.047,0.0,0.0,0.0
t06_feature_pair,notify,2,5,1.0,1.0,1.0,75.5,66.6,86.0,66017.0,60996.0,71038.0,0.041,0.02,0.057,0.0,0.0,0.0
t06_feature_pair,peer_broker,2,5,1.0,1.0,1.0,151.8,132.0,170.5,132962.0,105967.0,158737.0,0.079,0.058,0.103,0.2,0.0,0.6
t06_feature_pair,peer_contract,2,5,1.0,1.0,1.0,94.6,77.1,107.7,79842.0,76271.0,83517.0,0.042,0.02,0.06,0.0,0.0,0.0
t07_rw_canary,adaptive_lease,2,5,1.0,1.0,1.0,54.3,42.4,64.6,42476.0,34441.0,50902.0,0.0,0.0,0.0,0.0,0.0,0.0
t07_rw_canary,ast_dep,2,5,1.0,1.0,1.0,69.1,37.2,107.2,30077.0,21413.0,42570.0,0.0,0.0,0.0,0.0,0.0,0.0
t07_rw_canary,ast_scope,2,5,1.0,1.0,1.0,137.6,101.1,181.8,48693.0,38909.0,61511.0,0.0,0.0,0.0,0.0,0.0,0.0
t07_rw_canary,file_lock,2,5,1.0,1.0,1.0,162.5,70.7,254.3,51208.0,32626.0,71771.0,0.0,0.0,0.0,0.0,0.0,0.0
t07_rw_canary,git_hash,2,5,1.0,1.0,1.0,80.1,49.0,106.4,46634.0,28991.0,64003.0,0.0,0.0,0.0,0.0,0.0,0.0
t07_rw_canary,naive,2,5,0.8,0.4,1.0,69.8,54.1,86.4,32643.0,28297.0,36791.0,0.0,0.0,0.0,0.0,0.0,0.0
t07_rw_canary,notify,2,5,1.0,1.0,1.0,118.1,95.5,149.6,44807.0,31132.0,61062.0,0.0,0.0,0.0,0.0,0.0,0.0
t07_rw_canary,peer_broker,2,5,1.0,1.0,1.0,41.2,35.3,48.2,25841.0,24594.0,27104.0,0.0,0.0,0.0,0.0,0.0,0.0
t07_rw_canary,peer_contract,2,5,1.0,1.0,1.0,33.9,27.8,39.8,32383.0,29704.0,35197.0,0.0,0.0,0.0,0.0,0.0,0.0
t08_livelock,adaptive_lease,2,5,0.0,0.0,0.0,257.3,180.3,326.7,113441.0,69902.0,152794.0,0.242,0.206,0.278,0.0,0.0,0.0
t08_livelock,ast_dep,2,5,0.2,0.0,0.6,349.3,130.5,627.2,75485.0,36575.0,114396.0,0.223,0.108,0.298,0.0,0.0,0.0
t08_livelock,ast_scope,2,5,0.4,0.0,0.8,474.7,213.9,742.3,81750.0,36784.0,126715.0,0.199,0.053,0.339,0.0,0.0,0.0
t08_livelock,file_lock,2,5,0.4,0.0,0.8,439.2,129.9,748.4,69379.0,31557.0,105682.0,0.11,0.027,0.2,0.0,0.0,0.0
t08_livelock,git_hash,2,5,1.0,1.0,1.0,22.8,19.4,26.1,18721.0,16607.0,20856.0,0.06,0.024,0.102,0.0,0.0,0.0
t08_livelock,naive,2,5,1.0,1.0,1.0,19.8,18.7,20.9,16137.0,15523.0,16927.0,0.0,0.0,0.0,0.0,0.0,0.0
t08_livelock,notify,2,5,1.0,1.0,1.0,21.1,18.1,24.1,17917.0,17322.0,18603.0,0.0,0.0,0.0,0.0,0.0,0.0
t08_livelock,peer_broker,2,5,1.0,1.0,1.0,52.0,42.1,61.9,28806.0,24606.0,33313.0,0.033,0.0,0.07,0.0,0.0,0.0
t08_livelock,peer_contract,2,5,1.0,1.0,1.0,39.1,25.2,51.2,29315.0,25508.0,32571.0,0.049,0.015,0.084,0.0,0.0,0.0
t09_overhead,adaptive_lease,2,5,1.0,1.0,1.0,16.2,14.6,18.0,23764.0,21953.0,26022.0,0.0,0.0,0.0,0.0,0.0,0.0
t09_overhead,ast_dep,2,5,1.0,1.0,1.0,16.7,15.6,17.8,18553.0,16449.0,20657.0,0.0,0.0,0.0,0.0,0.0,0.0
t09_overhead,ast_scope,2,5,1.0,1.0,1.0,16.8,14.8,18.3,17878.0,16544.0,19085.0,0.0,0.0,0.0,0.0,0.0,0.0
t09_overhead,file_lock,2,5,1.0,1.0,1.0,53.2,21.5,88.7,19474.0,17227.0,21354.0,0.0,0.0,0.0,4.6,0.6,9.2
t09_overhead,git_hash,2,5,1.0,1.0,1.0,16.8,14.7,18.9,16897.0,15011.0,18783.0,0.0,0.0,0.0,0.0,0.0,0.0
t09_overhead,naive,2,5,1.0,1.0,1.0,16.3,14.0,18.1,17936.0,15485.0,20121.0,0.0,0.0,0.0,0.0,0.0,0.0
t09_overhead,notify,2,5,1.0,1.0,1.0,14.6,12.9,16.7,15981.0,14980.0,17473.0,0.0,0.0,0.0,0.0,0.0,0.0
t09_overhead,peer_broker,2,5,1.0,1.0,1.0,14.1,12.2,16.0,18671.0,16651.0,20272.0,0.0,0.0,0.0,0.0,0.0,0.0
t09_overhead,peer_contract,2,5,1.0,1.0,1.0,13.9,12.8,15.2,23485.0,22529.0,24933.0,0.0,0.0,0.0,0.0,0.0,0.0
t10_phantom_tool,adaptive_lease,2,5,1.0,1.0,1.0,39.4,33.3,43.8,47825.0,41816.0,53364.0,0.0,0.0,0.0,0.0,0.0,0.0
t10_phantom_tool,ast_dep,2,5,1.0,1.0,1.0,37.4,34.1,41.5,36084.0,32774.0,38704.0,0.0,0.0,0.0,0.0,0.0,0.0
t10_phantom_tool,ast_scope,2,5,1.0,1.0,1.0,38.4,32.7,47.4,37309.0,32436.0,42182.0,0.0,0.0,0.0,0.0,0.0,0.0
t10_phantom_tool,file_lock,2,5,1.0,1.0,1.0,100.6,56.6,152.7,42356.0,37549.0,46339.0,0.0,0.0,0.0,0.0,0.0,0.0
t10_phantom_tool,git_hash,2,5,1.0,1.0,1.0,42.4,37.8,46.7,35194.0,32995.0,37133.0,0.0,0.0,0.0,0.0,0.0,0.0
t10_phantom_tool,naive,2,5,1.0,1.0,1.0,41.9,34.0,53.4,44847.0,33490.0,64873.0,0.0,0.0,0.0,0.0,0.0,0.0
t10_phantom_tool,notify,2,5,1.0,1.0,1.0,44.4,38.6,50.2,43624.0,41213.0,46314.0,0.0,0.0,0.0,0.0,0.0,0.0
t10_phantom_tool,peer_broker,2,5,1.0,1.0,1.0,47.5,33.9,65.8,48687.0,35676.0,70753.0,0.0,0.0,0.0,0.0,0.0,0.0
t10_phantom_tool,peer_contract,2,5,0.8,0.4,1.0,73.1,58.6,95.2,69629.0,62704.0,77287.0,0.02,0.0,0.045,0.0,0.0,0.0
t11_irreversible,adaptive_lease,2,5,0.6,0.2,1.0,70.1,52.2,88.0,47863.0,35157.0,67120.0,0.0,0.0,0.0,0.0,0.0,0.0
t11_irreversible,ast_dep,2,5,0.4,0.0,0.8,54.5,49.7,59.3,29158.0,26030.0,33089.0,0.0,0.0,0.0,0.0,0.0,0.0
t11_irreversible,ast_scope,2,5,0.4,0.0,0.8,47.8,41.7,53.9,29884.0,25590.0,35867.0,0.0,0.0,0.0,0.0,0.0,0.0
t11_irreversible,file_lock,2,5,1.0,1.0,1.0,59.2,45.8,72.5,35900.0,27314.0,44498.0,0.0,0.0,0.0,0.0,0.0,0.0
t11_irreversible,git_hash,2,5,0.6,0.2,1.0,77.4,58.6,96.2,38968.0,29692.0,48154.0,0.0,0.0,0.0,0.0,0.0,0.0
t11_irreversible,naive,2,5,0.6,0.2,1.0,53.7,43.2,64.5,30159.0,26199.0,34505.0,0.0,0.0,0.0,0.0,0.0,0.0
t11_irreversible,notify,2,5,0.8,0.4,1.0,47.2,38.0,56.6,31606.0,27560.0,36718.0,0.0,0.0,0.0,0.0,0.0,0.0
t11_irreversible,peer_broker,2,5,0.2,0.0,0.6,75.5,59.2,100.9,32489.0,28583.0,39204.0,0.0,0.0,0.0,0.0,0.0,0.0
t11_irreversible,peer_contract,2,5,0.8,0.4,1.0,68.6,54.6,82.7,47695.0,46484.0,49007.0,0.0,0.0,0.0,0.0,0.0,0.0
t12_split_view,adaptive_lease,2,5,1.0,1.0,1.0,41.5,28.2,58.0,43197.0,31211.0,55183.0,0.005,0.0,0.015,0.0,0.0,0.0
t12_split_view,ast_dep,2,5,1.0,1.0,1.0,47.7,30.9,65.6,27881.0,19976.0,35866.0,0.007,0.0,0.021,0.0,0.0,0.0
t12_split_view,ast_scope,2,5,1.0,1.0,1.0,167.3,34.4,407.6,32661.0,21932.0,48518.0,0.004,0.0,0.013,0.0,0.0,0.0
t12_split_view,file_lock,2,5,1.0,1.0,1.0,52.3,43.9,59.6,32908.0,26074.0,40238.0,0.0,0.0,0.0,0.0,0.0,0.0
t12_split_view,git_hash,2,5,1.0,1.0,1.0,42.9,31.6,58.1,28345.0,22197.0,36642.0,0.0,0.0,0.0,0.0,0.0,0.0
t12_split_view,naive,2,5,1.0,1.0,1.0,43.3,34.4,54.4,32891.0,26317.0,43205.0,0.0,0.0,0.0,0.0,0.0,0.0
t12_split_view,notify,2,5,1.0,1.0,1.0,62.3,40.0,84.7,42302.0,31722.0,54213.0,0.0,0.0,0.0,0.0,0.0,0.0
t12_split_view,peer_broker,2,5,0.2,0.0,0.6,136.6,94.1,179.0,77254.0,46126.0,110813.0,0.0,0.0,0.0,0.0,0.0,0.0
t12_split_view,peer_contract,2,5,1.0,1.0,1.0,43.1,32.6,53.6,36797.0,29390.0,45398.0,0.0,0.0,0.0,0.0,0.0,0.0
