task,failure_mode,benign,strategy,mode,adapter,n_agents,rep,model,correct,oracle_passed,oracle_total,wall_clock_s,prompt_tokens,completion_tokens,total_tokens,estimated_usd,wasted_tokens,wasted_token_rate,stall_events,fp_stall_events,notify_events,fp_notify_events,stall_wait_s,reads_observed,llm_calls,tool_calls,file_read_events,write_events,write_applied_events,write_refused_events,search_events,coord_events,run_tests_events,notification_delivered_events,agent_turns,mean_agent_turns,tokens_per_agent_turn,read_set_visibility,critical_paths_read_fraction,timed_out,agents_done,agents_errored,agents_timeout,log,run_id,provider,run_dir
rw_d_tag_antidependency,antidependency_silent_invalidation,False,git_hash,strategy,,2,1,agnes-2.0-flash,False,2,3,242.45,45029,1606,46635,0.0,0,0.0,0,0,0,0,0.0,9,15,21,9,3,3,0,4,0,2,0,15,7.5,3109.0,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__git_hash-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_d_tag_antidependency,antidependency_silent_invalidation,False,git_hash,strategy,,2,2,agnes-2.0-flash,False,2,3,156.8,43127,1350,44477,0.0,0,0.0,0,0,0,0,0.0,8,15,18,8,3,3,0,2,0,2,0,15,7.5,2965.133333333333,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__git_hash-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_d_tag_antidependency,antidependency_silent_invalidation,False,naive,strategy,,2,0,agnes-2.0-flash,False,2,3,298.75,90201,1674,91875,0.0,0,0.0,0,0,0,0,0.0,12,27,29,12,3,3,0,9,0,2,0,27,13.5,3402.777777777778,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__naive-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_d_tag_antidependency,antidependency_silent_invalidation,False,naive,strategy,,2,1,agnes-2.0-flash,False,2,3,152.33,51113,1410,52523,0.0,0,0.0,0,0,0,0,0.0,9,18,21,9,3,3,0,4,0,2,0,18,9.0,2917.9444444444443,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__naive-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_d_tag_antidependency,antidependency_silent_invalidation,False,naive,strategy,,2,2,agnes-2.0-flash,False,2,3,128.41,45744,1531,47275,0.0,0,0.0,0,0,0,0,0.0,9,14,19,9,3,3,0,2,0,2,0,14,7.0,3376.785714285714,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__naive-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_d_tag_antidependency,antidependency_silent_invalidation,False,notify,strategy,,2,0,agnes-2.0-flash,True,3,3,247.75,65056,1840,66896,0.0,0,0.0,0,0,2,0,0.0,11,20,23,11,4,4,0,3,2,2,2,20,10.0,3344.8,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__notify-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_d_tag_antidependency,antidependency_silent_invalidation,False,notify,strategy,,2,1,agnes-2.0-flash,True,3,3,373.15,75130,1817,76947,0.0,0,0.0,0,0,0,0,0.0,10,22,28,10,4,4,0,9,0,3,0,22,11.0,3497.590909090909,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__notify-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_d_tag_antidependency,antidependency_silent_invalidation,False,notify,strategy,,2,2,agnes-2.0-flash,True,3,3,518.2,76367,1603,77970,0.0,0,0.0,0,0,2,0,0.0,11,20,23,11,4,4,0,2,2,3,2,20,10.0,3898.5,1.0,1.0,False,2,0,0,rw_d_tag_antidependency__notify-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,ast_dep,strategy,,3,0,agnes-2.0-flash,True,3,3,334.81,186090,5781,191871,0.0,0,0.0,0,0,0,0,0.067,38,37,62,38,11,11,0,3,20,4,0,37,12.333333333333334,5185.7027027027025,1.0,1.0,False,3,0,0,rw_e_cascade__ast_dep-n3-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,ast_dep,strategy,,3,1,agnes-2.0-flash,False,2,3,494.35,293504,6661,300165,0.0,16661,0.055506138290606834,0,0,0,0,0.076,46,46,78,46,13,11,2,6,13,7,0,46,15.333333333333334,6525.326086956522,1.0,1.0,False,3,0,0,rw_e_cascade__ast_dep-n3-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,ast_dep,strategy,,3,2,agnes-2.0-flash,True,3,3,444.32,247804,7230,255034,0.0,0,0.0,0,0,0,0,0.09,49,41,75,49,10,10,0,5,15,5,0,41,13.666666666666666,6220.341463414634,1.0,1.0,False,3,0,0,rw_e_cascade__ast_dep-n3-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,ast_scope,strategy,,3,0,agnes-2.0-flash,False,2,3,529.11,261745,6671,268416,0.0,0,0.0,0,0,0,0,0.09,42,48,80,42,13,13,0,16,9,4,0,48,16.0,5592.0,1.0,1.0,False,3,0,0,rw_e_cascade__ast_scope-n3-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,ast_scope,strategy,,3,1,agnes-2.0-flash,False,2,3,493.67,262697,6306,269003,0.0,0,0.0,0,0,0,0,0.095,40,49,77,40,12,12,0,12,10,7,0,49,16.333333333333332,5489.857142857143,1.0,1.0,False,3,0,0,rw_e_cascade__ast_scope-n3-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,ast_scope,strategy,,3,2,agnes-2.0-flash,False,2,3,311.15,231995,5932,237927,0.0,0,0.0,0,0,0,0,0.062,41,44,74,41,11,11,0,11,9,5,0,44,14.666666666666666,5407.431818181818,1.0,1.0,False,3,0,0,rw_e_cascade__ast_scope-n3-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,file_lock,strategy,,3,0,agnes-2.0-flash,True,3,3,698.79,206127,6417,212544,0.0,0,0.0,36,0,0,0,0.0,57,44,87,57,12,12,0,8,36,3,0,44,14.666666666666666,4830.545454545455,1.0,1.0,False,3,0,0,rw_e_cascade__file_lock-n3-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,file_lock,strategy,,3,1,agnes-2.0-flash,True,3,3,786.12,215346,6272,221618,0.0,0,0.0,28,0,0,0,0.0,49,46,79,49,13,13,0,7,28,4,0,46,15.333333333333334,4817.782608695652,1.0,1.0,False,3,0,0,rw_e_cascade__file_lock-n3-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,file_lock,strategy,,3,2,agnes-2.0-flash,False,2,3,900.0,305712,7184,312896,0.0,0,0.0,53,0,0,0,0.0,58,61,101,58,11,11,0,22,53,6,0,63,21.0,4966.603174603175,1.0,1.0,True,0,0,3,rw_e_cascade__file_lock-n3-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,git_hash,strategy,,3,0,agnes-2.0-flash,False,2,3,566.73,254456,6240,260696,0.0,0,0.0,0,0,0,0,0.0,44,42,73,44,14,14,0,5,0,4,0,42,14.0,6207.047619047619,1.0,1.0,False,3,0,0,rw_e_cascade__git_hash-n3-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,git_hash,strategy,,3,1,agnes-2.0-flash,False,2,3,728.9,310655,7942,318597,0.0,0,0.0,0,0,0,0,0.0,43,52,84,43,16,16,0,15,2,5,0,52,17.333333333333332,6126.865384615385,1.0,1.0,False,3,0,0,rw_e_cascade__git_hash-n3-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,git_hash,strategy,,3,2,agnes-2.0-flash,False,2,3,278.65,193249,5505,198754,0.0,0,0.0,0,0,0,0,0.0,36,40,63,36,11,11,0,5,0,5,0,40,13.333333333333334,4968.85,1.0,1.0,False,3,0,0,rw_e_cascade__git_hash-n3-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,naive,strategy,,3,0,agnes-2.0-flash,False,2,3,568.53,319704,8243,327947,0.0,20005,0.06100071048065694,0,0,0,0,0.0,47,48,77,47,18,15,3,1,0,5,0,48,16.0,6832.229166666667,1.0,1.0,False,3,0,0,rw_e_cascade__naive-n3-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,naive,strategy,,3,1,agnes-2.0-flash,False,2,3,513.31,314947,6890,321837,0.0,0,0.0,0,0,0,0,0.0,45,54,85,45,13,13,0,15,0,6,0,54,18.0,5959.944444444444,1.0,1.0,False,3,0,0,rw_e_cascade__naive-n3-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,naive,strategy,,3,2,agnes-2.0-flash,True,3,3,370.35,195001,6463,201464,0.0,0,0.0,0,0,0,0,0.0,38,42,65,38,11,11,0,8,0,3,0,42,14.0,4796.761904761905,1.0,1.0,False,3,0,0,rw_e_cascade__naive-n3-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,notify,strategy,,3,0,agnes-2.0-flash,True,3,3,351.34,214248,5547,219795,0.0,0,0.0,0,0,11,0,0.0,45,38,68,45,12,12,0,2,11,3,11,38,12.666666666666666,5784.078947368421,1.0,1.0,False,3,0,0,rw_e_cascade__notify-n3-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,notify,strategy,,3,1,agnes-2.0-flash,True,3,3,409.69,315040,7710,322750,0.0,0,0.0,0,0,11,0,0.0,47,55,87,47,13,13,0,15,11,6,11,55,18.333333333333332,5868.181818181818,1.0,1.0,False,3,0,0,rw_e_cascade__notify-n3-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
rw_e_cascade,causal_cascade,False,notify,strategy,,3,2,agnes-2.0-flash,True,3,3,504.4,414905,7753,422658,0.0,31008,0.07336428034013316,0,0,16,0,0.0,50,59,82,50,17,13,4,2,16,7,16,59,19.666666666666668,7163.6949152542375,1.0,1.0,False,3,0,0,rw_e_cascade__notify-n3-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,ast_dep,strategy,,2,0,agnes-2.0-flash,True,6,6,134.24,23139,1177,24316,0.0,0,0.0,1,0,0,0,12.726,4,12,12,4,2,2,0,1,1,2,0,12,6.0,2026.3333333333333,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_dep-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,ast_dep,strategy,,2,1,agnes-2.0-flash,False,3,6,104.02,17283,1255,18538,0.0,0,0.0,1,0,0,0,23.011,3,9,9,3,2,2,0,0,2,2,0,9,4.5,2059.777777777778,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_dep-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,ast_dep,strategy,,2,2,agnes-2.0-flash,False,3,6,90.67,19485,1084,20569,0.0,0,0.0,1,0,0,0,23.276,4,10,10,4,2,2,0,0,2,2,0,10,5.0,2056.9,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_dep-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,ast_scope,strategy,,2,0,agnes-2.0-flash,True,6,6,103.73,25125,1517,26642,0.0,2168,0.08137527212671722,1,0,0,0,30.033,4,12,12,4,3,2,1,1,1,2,0,12,6.0,2220.1666666666665,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_scope-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,ast_scope,strategy,,2,1,agnes-2.0-flash,False,3,6,35.26,16958,1108,18066,0.0,0,0.0,1,0,0,0,2.437,3,9,9,3,2,2,0,0,2,2,0,9,4.5,2007.3333333333333,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_scope-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,ast_scope,strategy,,2,2,agnes-2.0-flash,False,3,6,45.31,16958,1108,18066,0.0,0,0.0,1,0,0,0,10.452,3,9,9,3,2,2,0,0,2,2,0,9,4.5,2007.3333333333333,1.0,1.0,False,2,0,0,t01_stale_clobber__ast_scope-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,file_lock,strategy,,2,0,agnes-2.0-flash,True,6,6,98.65,21939,1252,23191,0.0,0,0.0,1,0,0,0,0.0,3,12,12,3,2,2,0,2,1,2,0,12,6.0,1932.5833333333333,1.0,1.0,False,2,0,0,t01_stale_clobber__file_lock-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,file_lock,strategy,,2,1,agnes-2.0-flash,True,6,6,101.8,19190,1245,20435,0.0,0,0.0,1,0,0,0,0.0,4,10,11,4,2,2,0,1,1,2,0,10,5.0,2043.5,1.0,1.0,False,2,0,0,t01_stale_clobber__file_lock-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,file_lock,strategy,,2,2,agnes-2.0-flash,True,6,6,72.27,16587,1264,17851,0.0,0,0.0,1,0,0,0,0.0,3,9,10,3,2,2,0,1,1,2,0,9,4.5,1983.4444444444443,1.0,1.0,False,2,0,0,t01_stale_clobber__file_lock-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,git_hash,strategy,,2,0,agnes-2.0-flash,True,6,6,80.31,22078,1608,23686,0.0,2054,0.0867178924259056,1,0,0,0,0.0,3,10,10,3,3,2,1,0,1,2,0,10,5.0,2368.6,1.0,1.0,False,2,0,0,t01_stale_clobber__git_hash-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,git_hash,strategy,,2,1,agnes-2.0-flash,True,6,6,118.68,37151,2090,39241,0.0,5005,0.1275451695930277,2,0,0,0,0.0,4,15,15,4,4,2,2,2,2,2,0,15,7.5,2616.0666666666666,1.0,1.0,False,2,0,0,t01_stale_clobber__git_hash-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,git_hash,strategy,,2,2,agnes-2.0-flash,True,6,6,61.82,28462,1629,30091,0.0,2057,0.06835931009271876,1,0,0,0,0.0,5,12,12,5,3,2,1,0,1,2,0,12,6.0,2507.5833333333335,1.0,1.0,False,2,0,0,t01_stale_clobber__git_hash-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,naive,strategy,,2,0,agnes-2.0-flash,True,6,6,86.9,18735,1095,19830,0.0,0,0.0,0,0,0,0,0.0,3,10,10,3,2,2,0,1,0,2,0,10,5.0,1983.0,1.0,1.0,False,2,0,0,t01_stale_clobber__naive-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,naive,strategy,,2,1,agnes-2.0-flash,True,6,6,73.61,20871,1267,22138,0.0,0,0.0,0,0,0,0,0.0,4,11,12,4,2,2,0,2,0,2,0,11,5.5,2012.5454545454545,1.0,1.0,False,2,0,0,t01_stale_clobber__naive-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,naive,strategy,,2,2,agnes-2.0-flash,False,3,6,69.41,17495,1068,18563,0.0,0,0.0,0,0,0,0,0.0,2,10,10,2,2,2,0,2,0,2,0,10,5.0,1856.3,1.0,1.0,False,2,0,0,t01_stale_clobber__naive-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,notify,strategy,,2,0,agnes-2.0-flash,False,3,6,79.56,19031,1207,20238,0.0,0,0.0,0,0,2,0,0.0,3,10,10,3,2,2,0,1,2,2,1,10,5.0,2023.8,1.0,1.0,False,2,0,0,t01_stale_clobber__notify-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,notify,strategy,,2,1,agnes-2.0-flash,True,6,6,220.42,20401,1209,21610,0.0,0,0.0,0,0,0,0,0.0,3,11,11,3,2,2,0,1,0,2,0,11,5.5,1964.5454545454545,1.0,1.0,False,2,0,0,t01_stale_clobber__notify-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t01_stale_clobber,stale_read_lost_update,False,notify,strategy,,2,2,agnes-2.0-flash,True,6,6,90.72,27645,1597,29242,0.0,0,0.0,0,0,3,0,0.0,4,13,13,4,3,3,0,1,3,3,2,13,6.5,2249.3846153846152,1.0,1.0,False,2,0,0,t01_stale_clobber__notify-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,ast_dep,strategy,,2,0,agnes-2.0-flash,True,6,6,43.42,15317,834,16151,0.0,0,0.0,0,0,0,0,0.006,3,9,9,3,2,2,0,0,2,2,0,9,4.5,1794.5555555555557,1.0,,False,2,0,0,t02_benign_overlap__ast_dep-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,ast_dep,strategy,,2,1,agnes-2.0-flash,True,6,6,36.48,14840,566,15406,0.0,0,0.0,0,0,0,0,0.004,3,9,9,3,2,2,0,0,2,2,0,9,4.5,1711.7777777777778,1.0,,False,2,0,0,t02_benign_overlap__ast_dep-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,ast_dep,strategy,,2,2,agnes-2.0-flash,True,6,6,42.4,14895,634,15529,0.0,0,0.0,0,0,0,0,0.007,3,9,9,3,2,2,0,0,1,2,0,9,4.5,1725.4444444444443,1.0,,False,2,0,0,t02_benign_overlap__ast_dep-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,ast_scope,strategy,,2,0,agnes-2.0-flash,True,6,6,61.11,17382,690,18072,0.0,0,0.0,0,0,0,0,0.006,4,10,10,4,2,2,0,0,1,2,0,10,5.0,1807.2,1.0,,False,2,0,0,t02_benign_overlap__ast_scope-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,ast_scope,strategy,,2,1,agnes-2.0-flash,True,6,6,49.95,17289,594,17883,0.0,0,0.0,0,0,0,0,0.006,4,10,10,4,2,2,0,0,1,2,0,10,5.0,1788.3,1.0,,False,2,0,0,t02_benign_overlap__ast_scope-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,ast_scope,strategy,,2,2,agnes-2.0-flash,True,6,6,43.51,17409,744,18153,0.0,0,0.0,0,0,0,0,0.002,4,10,10,4,2,2,0,0,2,2,0,10,5.0,1815.3,1.0,,False,2,0,0,t02_benign_overlap__ast_scope-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,file_lock,strategy,,2,0,agnes-2.0-flash,True,6,6,82.71,12616,420,13036,0.0,0,0.0,1,1,0,0,0.0,2,8,8,2,2,2,0,0,1,2,0,8,4.0,1629.5,1.0,,False,2,0,0,t02_benign_overlap__file_lock-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,file_lock,strategy,,2,1,agnes-2.0-flash,True,6,6,116.32,19726,598,20324,0.0,0,0.0,3,3,0,0,0.0,4,12,12,4,2,2,0,1,3,2,0,12,6.0,1693.6666666666667,1.0,,False,2,0,0,t02_benign_overlap__file_lock-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,file_lock,strategy,,2,2,agnes-2.0-flash,True,6,6,78.09,14842,485,15327,0.0,0,0.0,1,1,0,0,0.0,3,9,9,3,2,2,0,0,1,2,0,9,4.5,1703.0,1.0,,False,2,0,0,t02_benign_overlap__file_lock-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,git_hash,strategy,,2,0,agnes-2.0-flash,True,6,6,53.59,15670,831,16501,0.0,0,0.0,0,0,0,0,0.0,4,9,10,4,2,2,0,0,1,2,0,9,4.5,1833.4444444444443,1.0,,False,2,0,0,t02_benign_overlap__git_hash-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t02_benign_overlap,benign_overlap_false_positive,True,git_hash,strategy,,2,1,agnes-2.0-flash,True,6,6,38.17,15670,831,16501,0.0,0,0.0,0,0,0,0,0.0,4,9,10,4,2,2,0,0,1,2,0,9,4.5,1833.4444444444443,1.0,,False,2,0,0,t02_benign_overlap__git_hash-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
